,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Tot_qual_cond,degrees_west,degrees_north,SalePrice,nhood_median_price,living_SF,liv_plus_grg_SF,total_indoor_SF,qXGrLivArea,qXliving_SF,qXliv_plus_grg_SF,qXtotal_indoor_SF,degNXqXindoorSF,nhoodXqXindoorSF,nhoodXsize,nhoodXqual
374,375,60,RL,65.0,8200,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,4,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,0,0,0,0,847,847,GasA,2,1,1,847,1081,0,1928,0,0,2,1,4,1,1,8,0,1,1,BuiltIn,2003.0,3,2,434,0,0,Y,100,48,0,0,0,0,-1,None,None,0,7,2007,WD,Normal,4,93.6629245,42.0210558,219500,197200.0,1928,2362,3209,1935,13496,16534,22463,943918.9764354,4429703600.0,632814800.0,1380400.0
375,376,30,RL,,10020,Pave,None,1,Low,AllPub,Inside,3,Edwards,0,0,1Fam,1,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,-1,-1,BrkTil,-1,-2,1,3,350,0,0,333,683,GasA,1,0,0,904,0,0,904,1,0,0,1,1,1,-1,4,-4,0,-2,None,,0,0,0,-2,-2,Y,0,0,0,0,0,0,-1,None,None,0,3,2009,WD,Normal,-11,93.6700775,42.0256764,61000,121750.0,1254,1254,1587,905,1254,1254,1587,66694.7484468,193217250.0,193217250.0,121750.0
376,377,85,RL,57.0,8846,Pave,None,1,Lvl,AllPub,CulDSac,1,CollgCr,0,0,1Fam,3,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,2,5,298,0,0,572,870,GasA,2,1,1,914,0,0,914,0,0,1,0,2,1,0,5,0,0,-2,Detchd,1998.0,1,2,576,0,0,Y,0,0,0,0,0,0,-1,None,None,0,7,2006,WD,Normal,0,93.6629245,42.0210558,148000,197200.0,1212,1788,2360,919,6060,8940,11800,495848.45844,2326960000.0,465392000.0,986000.0
377,378,60,FV,102.0,11143,Pave,None,1,Lvl,AllPub,Corner,1,Somerst,0,0,1Fam,4,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,,0.0,1,0,PConc,1,0,0,0,0,0,0,1580,1580,GasA,2,1,1,1580,886,0,2466,0,0,3,0,4,1,1,8,0,1,1,Attchd,2004.0,2,2,610,0,0,Y,159,214,0,0,0,0,-1,None,None,0,12,2007,WD,Normal,4,93.6435389,42.0489287,340000,225500.0,2466,3076,4656,2474,19728,24608,37248,1566238.4962175998,8399424000.0,1049928000.0,1804000.0
378,379,20,RL,88.0,11394,Pave,None,0,Lvl,AllPub,Corner,1,StoneBr,0,0,1Fam,1,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,1,0,PConc,2,0,2,5,1445,0,0,411,1856,GasA,2,1,1,1856,0,0,1856,1,0,1,1,1,1,2,8,0,1,2,Attchd,2010.0,3,3,834,0,0,Y,113,0,0,0,0,0,-1,None,None,0,6,2010,New,Partial,6,93.6352844,42.0606141,394432,278000.0,3301,4135,4546,1865,29709,37215,40914,1720867.9652874002,11374092000.0,1263788000.0,2502000.0
379,380,60,RL,60.0,8123,Pave,None,1,Lvl,AllPub,Inside,1,Gilbert,-2,0,1Fam,4,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,0,0,PConc,1,0,0,0,0,0,0,982,982,GasA,2,1,1,1007,793,0,1800,0,0,2,1,3,1,0,7,0,1,0,Attchd,2000.0,3,2,463,0,0,Y,100,63,0,0,0,0,-1,None,None,0,6,2009,WD,Normal,1,93.6482427,42.1073852,179000,181000.0,1800,2263,3245,1806,10800,13578,19470,819830.789844,3524070000.0,587345000.0,1086000.0
380,381,50,RL,50.0,5000,Pave,Pave,0,Lvl,AllPub,Inside,1,SWISU,0,0,1Fam,3,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,0,0,BrkTil,0,0,0,1,218,0,0,808,1026,GasA,0,1,1,1026,665,0,1691,0,0,2,0,3,1,1,6,0,1,1,Detchd,1924.0,1,1,308,0,0,Y,0,0,242,0,0,0,-1,None,None,0,5,2010,WD,Normal,1,93.6554093,42.0126438,127000,139500.0,1909,2217,3025,1696,9545,11085,15125,635441.237475,2109937500.0,421987500.0,697500.0
381,382,20,FV,60.0,7200,Pave,Pave,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,1,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,1,0,0,0,0,0,1293,1293,GasA,2,1,1,1301,0,0,1301,1,0,2,0,2,1,1,5,0,1,1,Attchd,2006.0,2,2,572,0,0,Y,216,121,0,0,0,0,-1,None,None,0,8,2006,New,Partial,5,93.6435389,42.0489287,187750,225500.0,1301,1873,3166,1308,9107,13111,22162,931888.3578493999,4997531000.0,713933000.0,1578500.0
382,383,60,RL,79.0,9245,Pave,None,1,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,4,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,2,0,0,0,0,939,939,GasA,2,1,1,939,858,0,1797,0,0,2,1,3,1,1,8,0,0,-2,Attchd,2006.0,2,2,639,0,0,Y,144,53,0,0,0,0,-1,None,None,0,4,2007,WD,Normal,1,93.6629245,42.0210558,213500,197200.0,1797,2436,3375,1804,12579,17052,23625,992747.443275,4658850000.0,665550000.0,1380400.0
383,384,45,RH,60.0,9000,Pave,None,0,Lvl,AllPub,Corner,1,SawyerW,0,0,1Fam,2,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,-1,-1,0,0,0,0,0,784,784,GasA,0,0,0,784,0,0,784,0,0,1,0,2,1,0,5,0,0,-2,Detchd,1950.0,1,2,360,-1,-1,N,0,0,91,0,0,0,-1,None,None,0,10,2009,WD,Normal,-6,93.6196433,42.0262182,76000,179900.0,784,1144,1928,790,4704,6864,11568,486159.2921376,2081083200.0,346847200.0,1079400.0
384,385,60,RL,,53107,Pave,None,2,Low,AllPub,Corner,2,ClearCr,-2,0,1Fam,4,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,1,0,PConc,1,0,2,5,985,0,0,595,1580,GasA,2,1,1,1079,874,0,1953,1,0,2,1,3,1,1,9,0,2,-1,Attchd,1992.0,3,2,501,0,0,Y,216,231,0,0,0,0,-1,None,None,0,6,2007,WD,Normal,2,93.6496345,42.035702,240000,200250.0,2938,3439,4034,1959,17628,20634,24204,1017432.131208,4846851000.0,807808500.0,1201500.0
385,386,120,RL,43.0,3182,Pave,None,0,Lvl,AllPub,Inside,1,Blmngtn,0,0,TwnhsE,1,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,1,0,PConc,1,0,0,5,24,0,0,1232,1256,GasA,2,1,1,1269,0,0,1269,0,0,2,0,2,1,1,6,0,1,0,Attchd,2004.0,3,2,430,0,0,Y,146,20,0,0,144,0,-1,None,None,0,4,2010,WD,Normal,3,93.5880772,42.0559335,192000,191000.0,1293,1723,2955,1277,10344,13784,23640,994202.26794,4515240000.0,564405000.0,1528000.0
386,387,50,RL,58.0,8410,Pave,None,0,Lvl,AllPub,FR2,1,Edwards,-2,0,1Fam,3,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,,0.0,0,-1,PConc,0,0,0,0,0,0,0,658,658,GasA,0,1,1,658,526,0,1184,0,0,1,0,5,1,0,8,0,0,-2,None,,0,0,0,-2,-2,N,0,151,0,0,0,0,-1,None,None,0,5,2006,WD,AdjLand,-8,93.6700775,42.0256764,81000,121750.0,1184,1184,1842,1189,5920,5920,9210,387056.479644,1121317500.0,224263500.0,608750.0
387,388,80,RL,72.0,7200,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,0,0,CBlock,0,0,2,4,631,0,0,410,1041,GasA,2,1,1,1125,0,0,1125,1,0,1,0,3,1,0,6,0,1,-1,Detchd,1977.0,1,1,352,0,0,Y,296,0,0,0,0,0,-1,GdWo,None,0,10,2009,WD,Abnorml,0,93.6700775,42.0256764,125000,121750.0,1756,2108,2518,1131,10536,12648,15108,634923.9190512,1839399000.0,306566500.0,730500.0
388,389,20,RL,93.0,9382,Pave,None,1,Lvl,AllPub,CulDSac,1,CollgCr,0,0,1Fam,1,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,1,0,PConc,1,0,0,0,0,0,0,1468,1468,GasA,2,1,1,1479,0,0,1479,0,0,2,0,3,1,1,6,0,0,-2,Attchd,1999.0,2,2,577,0,0,Y,120,25,0,0,0,0,-1,None,None,0,7,2008,WD,Normal,1,93.6629245,42.0210558,191000,197200.0,1479,2056,3524,1486,10353,14392,24668,1036575.4044744,4864529600.0,694932800.0,1380400.0
389,390,60,RL,96.0,12474,Pave,None,0,Lvl,AllPub,Inside,1,NridgHt,0,0,1Fam,4,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,2,0,PConc,2,0,2,5,1280,0,0,402,1682,GasA,2,1,1,1742,590,0,2332,1,0,2,1,3,1,2,9,0,1,2,BuiltIn,2008.0,3,3,846,0,0,Y,196,134,0,0,0,0,-1,None,None,0,8,2008,New,Partial,7,93.6521432,42.0593971,426000,315000.0,3612,4458,4860,2342,36120,44580,48600,2044086.69906,15309000000.0,1530900000.0,3150000.0
390,391,50,RL,50.0,8405,Pave,Grvl,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,3,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,1,0,2,241,3,391,229,861,GasA,2,1,1,961,406,0,1367,1,0,1,0,4,1,0,7,0,0,-2,Detchd,1978.0,1,1,384,0,0,Y,0,130,112,0,0,0,-1,MnPrv,None,0,4,2008,WD,Normal,0,93.6700775,42.0256764,119000,121750.0,1608,1992,2612,1372,8040,9960,13060,548855.333784,1590055000.0,318011000.0,608750.0
391,392,60,RL,71.0,12209,Pave,None,1,Lvl,AllPub,CulDSac,1,Mitchel,0,0,1Fam,4,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,2,0,0,4,690,0,0,114,804,GasA,2,1,1,804,1157,0,1961,1,0,2,1,3,1,1,7,0,1,0,BuiltIn,2001.0,3,2,560,0,0,Y,125,192,0,0,0,0,-1,None,None,0,6,2009,WD,Normal,2,93.6048323,41.9923905,215000,153500.0,2651,3211,3325,1967,15906,19266,19950,837748.190475,3062325000.0,510387500.0,921000.0
392,393,20,RL,,8339,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,Slab,-1,0,-1,0,0,0,0,0,0,GasA,0,1,1,882,0,0,882,0,0,1,0,3,1,0,5,0,0,-2,Attchd,1959.0,2,1,294,0,0,Y,0,0,0,0,0,0,-1,MnPrv,Shed,1200,7,2007,WD,Normal,-3,,,106500,140000.0,882,1176,1176,887,4410,5880,5880,,823200000.0,164640000.0,700000.0
393,394,30,RL,,7446,Pave,None,0,Lvl,AllPub,Corner,1,BrkSide,-2,0,1Fam,1,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,0,0,CBlock,0,0,0,2,266,0,0,522,788,GasA,0,1,0,788,0,0,788,0,0,1,0,2,1,0,4,0,2,0,None,,0,0,0,-2,-2,Y,0,0,0,0,0,0,-1,GdWo,None,0,4,2006,WD,Abnorml,-5,93.6276074,42.0322741,100000,124300.0,1054,1054,1576,792,4216,4216,6304,264971.4559264,783587200.0,195896800.0,497200.0
394,395,50,RL,60.0,10134,Pave,None,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,3,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,0,0,0,0,735,735,GasA,1,1,0,735,299,0,1034,0,0,1,0,2,1,0,5,0,0,-2,Detchd,1940.0,1,1,240,0,0,Y,0,39,0,0,0,0,-1,None,None,0,7,2007,WD,Normal,-2,93.6158599,42.0315288,109000,119000.0,1034,1274,2009,1039,5170,6370,10045,422206.70679599995,1195355000.0,239071000.0,595000.0
395,396,20,RL,68.0,9571,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,1,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,2,3,739,0,0,405,1144,GasA,0,1,1,1144,0,0,1144,1,0,1,0,3,1,0,6,0,0,-2,Attchd,1956.0,1,1,596,0,0,Y,44,0,0,0,0,0,-1,None,None,0,6,2010,WD,Normal,-3,93.6700775,42.0256764,129000,121750.0,1883,2479,2884,1149,9415,12395,14420,606010.253688,1755635000.0,351127000.0,608750.0
396,397,20,RL,60.0,7200,Pave,None,0,Low,AllPub,Inside,1,CollgCr,0,0,1Fam,1,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,2,2,777,0,0,117,894,GasA,0,1,1,894,0,0,894,0,0,1,0,2,1,0,6,0,0,-2,Detchd,1985.0,2,2,600,0,0,Y,215,0,0,0,0,0,-1,None,None,0,9,2009,WD,Normal,-3,93.6629245,42.0210558,123000,197200.0,1671,2271,2388,899,8355,11355,11940,501731.406252,2354568000.0,470913600.0,986000.0
397,398,60,RL,69.0,7590,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,1,0,1Fam,4,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,0,0,CBlock,0,0,0,4,540,0,0,324,864,GasA,0,1,1,876,936,0,1812,0,0,2,0,4,1,0,8,0,1,0,Attchd,1962.0,2,1,264,0,0,Y,0,168,0,0,0,0,-1,None,None,0,7,2007,WD,Normal,-1,,,169500,140000.0,2352,2616,2940,1817,11760,13080,14700,,2058000000.0,411600000.0,700000.0
398,399,30,RM,60.0,8967,Pave,None,0,Lvl,AllPub,Corner,1,IDOTRR,0,0,1Fam,1,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,-1,BrkTil,-1,-2,0,0,0,0,0,961,961,GasA,1,1,-1,1077,0,0,1077,0,0,1,0,2,1,0,6,-5,0,-2,Detchd,1920.0,1,1,338,-2,-2,N,0,0,0,0,0,0,-1,None,None,0,11,2007,WD,Abnorml,-9,93.6196433,42.0262182,67000,103000.0,1077,1415,2376,1082,5385,7075,11880,499271.472216,1223640000.0,244728000.0,515000.0
399,400,60,FV,65.0,8125,Pave,None,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,4,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,1,0,PConc,1,0,0,5,812,0,0,280,1092,GasA,2,1,1,1112,438,0,1550,1,0,2,0,2,1,1,7,0,0,-2,Attchd,2007.0,3,2,438,0,0,Y,0,168,0,0,0,0,-1,None,None,0,10,2009,WD,Normal,1,93.6435389,42.0489287,241000,225500.0,2362,2800,3080,1557,16534,19600,21560,906574.902772,4861780000.0,694540000.0,1578500.0
400,401,120,RL,38.0,14963,Pave,None,2,Lvl,AllPub,Inside,1,Veenker,0,0,TwnhsE,1,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,,0.0,1,0,PConc,1,0,0,5,786,0,0,474,1260,GasA,2,1,1,1288,0,0,1288,1,0,1,1,1,1,2,4,0,2,1,Attchd,1996.0,3,2,500,0,0,Y,120,30,0,0,224,0,-1,None,None,0,12,2008,WD,Normal,5,93.6515453,42.0383826,245500,218000.0,2074,2574,3048,1296,16592,20592,24384,1025063.9213184,5315712000.0,664464000.0,1744000.0
401,402,20,RL,65.0,8767,Pave,None,1,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,2,5,24,0,0,1286,1310,GasA,2,1,1,1310,0,0,1310,0,0,2,0,3,1,1,6,0,1,1,Attchd,2005.0,3,2,400,0,0,Y,0,0,0,0,0,0,-1,None,None,0,7,2006,New,Partial,4,93.6629245,42.0210558,164990,197200.0,1334,1734,3020,1317,9338,12138,21140,888325.119612,4168808000.0,595544000.0,1380400.0
402,403,30,RL,60.0,10200,Pave,None,0,Lvl,AllPub,Inside,1,Sawyer,0,0,1Fam,1,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,PConc,0,0,0,0,0,0,0,672,672,GasA,2,1,1,672,0,0,672,0,0,1,0,2,1,0,4,0,0,-2,Detchd,1940.0,1,1,240,0,0,N,168,0,0,0,0,0,-1,GdPrv,None,0,8,2008,WD,Normal,-1,93.6196433,42.0262182,108000,135000.0,672,912,1584,677,3360,4560,7920,332847.64814400004,1069200000.0,213840000.0,675000.0
403,404,60,RL,93.0,12090,Pave,None,0,Lvl,AllPub,Corner,1,NoRidge,0,0,1Fam,4,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,1,0,PConc,1,0,0,0,0,0,0,1141,1141,GasA,1,1,1,1165,1098,0,2263,0,0,2,1,4,1,1,10,0,1,0,BuiltIn,1998.0,3,2,420,0,0,Y,144,123,0,0,0,0,-1,None,None,0,7,2006,WD,Abnorml,2,93.6550459,42.051161,258000,301500.0,2263,2683,3824,2271,18104,21464,30592,1286429.117312,9223488000.0,1152936000.0,2412000.0
404,405,60,RL,,10364,Pave,None,1,Lvl,AllPub,Inside,1,Gilbert,0,0,1Fam,4,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,PConc,1,0,0,0,0,0,0,806,806,GasA,1,1,1,806,766,0,1572,0,0,2,1,3,1,0,7,0,1,0,BuiltIn,1995.0,3,2,373,0,0,Y,0,40,0,0,0,0,-1,None,None,0,5,2007,WD,Normal,0,93.6482427,42.1073852,168000,181000.0,1572,1945,2751,1578,9432,11670,16506,695024.5001112,2987586000.0,497931000.0,1086000.0
405,406,20,RL,,9991,Pave,None,1,Lvl,AllPub,Corner,1,Sawyer,-2,0,1Fam,1,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,,0.0,0,0,CBlock,0,0,0,3,1116,0,0,165,1281,GasA,2,1,1,1620,0,0,1620,1,0,2,0,3,1,0,8,-1,1,0,Attchd,1993.0,1,2,490,0,0,Y,120,78,0,0,0,0,-1,GdWo,None,0,6,2009,WD,Normal,1,93.6196433,42.0262182,150000,135000.0,2736,3226,3391,1624,10944,12904,13564,570043.6236648001,1831140000.0,457785000.0,540000.0
406,407,50,RL,51.0,10480,Pave,None,0,Lvl,AllPub,Inside,1,SWISU,0,0,1Fam,3,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,1064,1064,GasA,2,1,0,1166,0,473,1639,0,0,1,0,3,1,0,6,-5,0,-2,Detchd,1936.0,1,1,240,0,0,Y,0,0,0,0,0,0,-1,None,None,0,3,2008,WD,Normal,-1,93.6554093,42.0126438,115000,139500.0,1639,1879,2943,1645,9834,11274,17658,741859.2642204,2463291000.0,410548500.0,837000.0
407,408,70,RL,63.0,15576,Pave,None,0,Lvl,AllPub,Inside,1,Crawfor,0,0,1Fam,4,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,,0.0,0,0,BrkTil,1,0,0,0,0,0,0,840,840,GasA,2,1,1,840,840,0,1680,0,0,2,0,4,1,0,8,0,0,-2,Attchd,1960.0,1,1,308,0,0,Y,0,0,160,0,0,0,-1,None,None,0,3,2008,WD,Normal,-1,93.6196433,42.0262182,177000,200624.0,1680,1988,2828,1686,10080,11928,16968,713100.8704176,3404188032.0,567364672.0,1203744.0
408,409,60,RL,109.0,14154,Pave,None,0,Lvl,AllPub,Corner,1,NridgHt,0,0,1Fam,4,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,1,0,PConc,2,1,0,0,0,0,0,1063,1063,GasA,2,1,1,1071,1101,0,2172,0,0,2,1,3,1,1,9,0,1,1,Attchd,2006.0,2,3,947,0,0,Y,192,62,0,0,0,0,-1,None,None,0,8,2007,New,Partial,5,93.6521432,42.0593971,280000,315000.0,2172,3119,4182,2179,15204,21833,29274,1231246.7907054,9221310000.0,1317330000.0,2205000.0
409,410,60,FV,85.0,10800,Pave,None,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,4,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,1,0,PConc,2,0,0,5,789,0,0,245,1034,GasA,2,1,1,1050,1028,0,2078,1,0,2,1,3,1,2,8,0,1,1,Attchd,2008.0,3,3,836,0,0,Y,0,102,0,0,0,0,-1,None,None,0,4,2008,New,Partial,5,93.6435389,42.0489287,339750,225500.0,2867,3703,3948,2086,22936,29624,31584,1328073.3640607998,7122192000.0,890274000.0,1804000.0
410,411,20,RL,68.0,9571,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,1,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,,0.0,0,-1,CBlock,0,-1,0,0,0,0,0,1276,1276,GasA,0,1,0,1276,0,0,1276,0,0,1,0,3,1,0,5,-3,0,-2,Attchd,1958.0,1,1,350,0,0,Y,0,0,0,0,0,0,-1,None,None,0,6,2009,COD,Abnorml,-5,93.6700775,42.0256764,60000,121750.0,1276,1626,2902,1281,6380,8130,14510,609792.564564,1766592500.0,353318500.0,608750.0
411,412,190,RL,100.0,34650,Pave,None,0,Bnk,AllPub,Inside,1,Gilbert,0,0,2fmCon,1,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,1,2,1056,0,0,0,1056,GasA,0,0,1,1056,0,0,1056,1,0,1,0,3,1,0,5,0,0,-2,Attchd,1955.0,3,2,572,0,0,Y,264,0,0,0,0,0,-1,None,None,0,1,2006,WD,Normal,-3,93.6482427,42.1073852,145000,181000.0,2112,2684,2684,1061,10560,13420,13420,565081.1093840001,2429020000.0,485804000.0,905000.0
412,413,20,FV,,4403,Pave,None,2,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,1,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,2,0,PConc,2,0,2,5,578,0,0,892,1470,GasA,2,1,1,1478,0,0,1478,1,0,2,1,2,1,1,7,0,1,1,Attchd,2009.0,3,2,484,0,0,Y,0,144,0,0,0,0,-1,None,None,0,6,2010,New,Partial,5,93.6435389,42.0489287,222000,225500.0,2056,2540,3432,1485,14392,17780,24024,1010183.4630888,5417412000.0,773916000.0,1578500.0
413,414,30,RM,56.0,8960,Pave,Grvl,0,Lvl,AllPub,Inside,1,OldTown,-2,0,1Fam,1,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,0,0,CBlock,0,0,0,0,0,0,0,1008,1008,GasA,1,1,0,1028,0,0,1028,0,0,1,0,2,1,0,5,0,1,1,Detchd,1927.0,1,2,360,0,0,Y,0,0,130,0,0,0,-1,None,None,0,3,2010,WD,Normal,1,93.6158599,42.0315288,115000,119000.0,1028,1388,2396,1033,5140,6940,11980,503537.715024,1425620000.0,285124000.0,595000.0
414,415,60,RL,59.0,11228,Pave,None,2,Lvl,AllPub,CulDSac,1,SawyerW,0,0,1Fam,4,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,3,50,5,531,499,1080,GasA,2,1,1,1080,1017,0,2097,0,1,2,1,3,1,1,9,0,1,0,Attchd,1993.0,1,3,678,0,0,Y,196,187,0,0,0,0,-1,None,None,0,12,2008,WD,Normal,3,93.6196433,42.0262182,228000,179900.0,2147,2825,3855,2104,15029,19775,26985,1134077.4981270002,4854601500.0,693514500.0,1259300.0
415,416,20,RL,73.0,8899,Pave,None,1,Lvl,AllPub,Inside,1,Gilbert,0,0,1Fam,1,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,2,5,24,0,0,1316,1340,GasA,2,1,1,1340,0,0,1340,0,0,2,0,3,1,1,6,0,0,-2,Attchd,2007.0,3,2,396,0,0,Y,100,30,0,0,0,0,-1,None,None,0,8,2007,New,Partial,1,93.6482427,42.1073852,181134,181000.0,1364,1760,3076,1347,9548,12320,21532,906656.2181264,3897292000.0,556756000.0,1267000.0
416,417,60,RL,74.0,7844,Pave,None,0,Lvl,AllPub,Inside,1,Sawyer,0,0,1Fam,4,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,0,0,CBlock,0,0,0,4,209,0,0,463,672,GasA,0,1,1,672,728,0,1400,0,0,1,1,3,1,0,6,0,1,0,Attchd,1978.0,3,2,440,0,0,Y,0,0,0,0,0,0,-1,None,None,0,3,2006,WD,Normal,-1,93.6196433,42.0262182,149500,135000.0,1609,2049,2512,1406,9654,12294,15072,633419.1607104001,2034720000.0,339120000.0,810000.0
417,418,70,RL,86.0,22420,Pave,None,1,Lvl,AllPub,Inside,1,Crawfor,-2,0,1Fam,4,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,,0.0,0,0,BrkTil,1,0,0,3,1128,0,0,242,1370,GasW,0,0,0,1370,1254,0,2624,1,0,2,1,4,1,0,10,0,1,1,Detchd,1918.0,1,3,864,0,0,N,0,0,0,0,0,0,-1,None,None,0,11,2007,WD,Normal,0,93.6196433,42.0262182,239000,200624.0,3752,4616,4858,2630,22512,27696,29148,1224980.2080936,5847788352.0,974631392.0,1203744.0
418,419,50,RL,60.0,8160,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,3,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,0,0,4,312,0,0,444,756,GasA,-1,0,-1,756,378,0,1134,1,0,1,1,3,1,0,7,0,0,-2,Detchd,1940.0,1,1,240,0,0,P,0,0,0,0,0,0,-1,None,None,0,4,2007,WD,AdjLand,-4,93.6700775,42.0256764,126000,121750.0,1446,1686,2130,1139,7230,8430,10650,447573.45366,1296637500.0,259327500.0,608750.0
419,420,20,RL,65.0,8450,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,0,3,775,0,0,281,1056,GasA,2,1,1,1056,0,0,1056,1,0,1,0,3,1,0,6,0,1,-1,Attchd,1968.0,1,1,304,0,0,Y,0,85,184,0,0,0,-1,None,None,0,7,2010,WD,Normal,0,,,142000,140000.0,1831,2135,2416,1061,9155,10675,12080,,1691200000.0,338240000.0,700000.0
