,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Tot_qual_cond,degrees_west,degrees_north
414,415,60,RL,59.0,11228,Pave,None,2,Lvl,AllPub,CulDSac,1,SawyerW,0,0,1Fam,4,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,3,50,5,531,499,1080,GasA,2,1,1,1080,1017,0,2097,0,1,2,1,3,1,1,9,0,1,0,Attchd,1993.0,1,3,678,0,0,Y,196,187,0,0,0,0,-1,None,None,0,12,2008,WD,Normal,228000,3,93.6196433,42.0262182
415,416,20,RL,73.0,8899,Pave,None,1,Lvl,AllPub,Inside,1,Gilbert,0,0,1Fam,1,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,2,5,24,0,0,1316,1340,GasA,2,1,1,1340,0,0,1340,0,0,2,0,3,1,1,6,0,0,-2,Attchd,2007.0,3,2,396,0,0,Y,100,30,0,0,0,0,-1,None,None,0,8,2007,New,Partial,181134,1,93.6482427,42.1073852
416,417,60,RL,74.0,7844,Pave,None,0,Lvl,AllPub,Inside,1,Sawyer,0,0,1Fam,4,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,0,0,CBlock,0,0,0,4,209,0,0,463,672,GasA,0,1,1,672,728,0,1400,0,0,1,1,3,1,0,6,0,1,0,Attchd,1978.0,3,2,440,0,0,Y,0,0,0,0,0,0,-1,None,None,0,3,2006,WD,Normal,149500,-1,93.6196433,42.0262182
417,418,70,RL,86.0,22420,Pave,None,1,Lvl,AllPub,Inside,1,Crawfor,-2,0,1Fam,4,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,,0.0,0,0,BrkTil,1,0,0,3,1128,0,0,242,1370,GasW,0,0,0,1370,1254,0,2624,1,0,2,1,4,1,0,10,0,1,1,Detchd,1918.0,1,3,864,0,0,N,0,0,0,0,0,0,-1,None,None,0,11,2007,WD,Normal,239000,0,93.6196433,42.0262182
418,419,50,RL,60.0,8160,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,3,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,0,0,4,312,0,0,444,756,GasA,-1,0,-1,756,378,0,1134,1,0,1,1,3,1,0,7,0,0,-2,Detchd,1940.0,1,1,240,0,0,P,0,0,0,0,0,0,-1,None,None,0,4,2007,WD,AdjLand,126000,-4,93.6700775,42.0256764
419,420,20,RL,65.0,8450,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,0,3,775,0,0,281,1056,GasA,2,1,1,1056,0,0,1056,1,0,1,0,3,1,0,6,0,1,-1,Attchd,1968.0,1,1,304,0,0,Y,0,85,184,0,0,0,-1,None,None,0,7,2010,WD,Normal,142000,0,,
420,421,90,RM,78.0,7060,Pave,None,0,Lvl,AllPub,Inside,1,Mitchel,0,0,Duplex,,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,0,1,PConc,1,1,1,5,1309,0,0,35,1344,GasA,2,1,1,1344,0,0,1344,2,0,2,0,2,2,0,8,0,0,-2,Attchd,1997.0,3,4,784,0,0,Y,0,0,0,0,0,0,-1,None,None,0,11,2008,WD,Alloca,206300,1,93.6048323,41.9923905
421,422,20,RL,,16635,Pave,None,1,Lvl,AllPub,FR2,1,NWAmes,0,0,1Fam,1,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,1,0,CBlock,1,0,0,4,1246,0,0,356,1602,GasA,1,1,1,1602,0,0,1602,0,1,2,0,3,1,1,8,0,1,0,Attchd,1977.0,3,2,529,0,0,Y,240,0,0,0,0,0,-1,None,None,0,6,2009,WD,Normal,215000,2,93.6668704,42.0561644
422,423,20,RL,100.0,21750,Pave,None,0,HLS,AllPub,Inside,2,Mitchel,-2,0,1Fam,1,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,0,0,0,0,0,988,988,GasA,2,1,0,988,0,0,988,0,0,1,0,2,1,0,4,0,0,-2,Attchd,1954.0,2,2,520,0,0,N,0,0,0,0,0,0,-1,None,None,0,2,2008,WD,Normal,113000,-1,93.6048323,41.9923905
423,424,60,RL,80.0,9200,Pave,None,0,Lvl,AllPub,Inside,1,NoRidge,0,0,1Fam,4,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,1,0,PConc,1,0,0,5,986,0,0,484,1470,GasA,1,1,1,1470,1160,0,2630,1,0,2,1,4,1,1,8,0,1,0,Attchd,1998.0,3,3,696,0,0,Y,0,66,0,0,0,0,-1,None,None,0,6,2008,WD,Normal,315000,2,93.6550459,42.051161
424,425,20,RL,72.0,9000,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,0,0,CBlock,1,0,0,1,616,0,0,580,1196,GasA,1,1,0,1196,0,0,1196,1,0,1,0,2,1,0,6,0,1,1,Attchd,1956.0,2,1,297,0,0,Y,0,44,0,0,0,0,-1,None,None,0,5,2008,WD,Normal,139000,1,,
425,426,60,RM,60.0,3378,Pave,Grvl,0,HLS,AllPub,Inside,1,OldTown,0,0,1Fam,4,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,0,1,CBlock,0,0,0,0,0,0,0,651,651,GasA,1,1,1,707,682,0,1389,0,0,1,1,3,1,0,6,0,2,1,Detchd,1947.0,1,1,240,0,0,P,0,0,126,0,0,0,-1,None,None,0,9,2009,WD,Normal,135000,2,93.6158599,42.0315288
426,427,80,RL,,12800,Pave,None,0,Low,AllPub,Inside,2,SawyerW,0,0,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,1,0,PConc,1,0,1,5,1518,0,0,0,1518,GasA,1,1,1,1644,0,0,1644,1,1,2,0,2,1,1,5,0,1,0,Attchd,1989.0,3,2,569,0,0,Y,80,0,0,0,396,0,-1,None,None,0,8,2009,WD,Normal,275000,2,93.6196433,42.0262182
427,428,20,RL,77.0,8593,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,2,288,0,0,619,907,GasA,2,1,1,907,0,0,907,0,0,1,0,3,1,0,5,0,0,-2,Detchd,1964.0,1,1,352,0,0,Y,0,0,0,0,0,0,-1,None,None,0,7,2008,WD,Normal,109008,-1,,
428,429,20,RL,64.0,6762,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,1,0,PConc,1,0,0,5,664,0,0,544,1208,GasA,2,1,1,1208,0,0,1208,1,0,2,0,2,1,1,6,0,0,-2,Attchd,2007.0,2,2,628,0,0,Y,105,54,0,0,0,0,-1,None,None,0,9,2007,New,Partial,195400,1,93.6629245,42.0210558
429,430,20,RL,130.0,11457,Pave,None,1,Lvl,AllPub,Corner,1,Timber,0,0,1Fam,1,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,1,0,1,5,1005,0,0,387,1392,GasA,0,1,1,1412,0,0,1412,1,0,2,0,3,1,1,6,0,1,0,Attchd,1988.0,1,2,576,0,0,Y,0,0,169,0,0,0,-1,None,None,0,3,2009,WD,Normal,175000,0,93.6511065,42.0014912
430,431,160,RM,21.0,1680,Pave,None,0,Lvl,AllPub,Inside,1,BrDale,0,0,Twnhs,4,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,0,0,CBlock,0,0,0,4,387,0,0,96,483,GasA,0,1,1,483,504,0,987,0,0,1,1,2,1,0,4,0,0,-2,Detchd,1971.0,1,1,264,0,0,Y,0,0,0,0,0,0,-1,None,None,0,7,2008,COD,Abnorml,85400,-3,93.6305266,42.0538966
431,432,50,RM,60.0,5586,Pave,None,1,Bnk,AllPub,Inside,1,OldTown,-2,0,1Fam,3,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,901,901,GasA,1,1,1,1088,110,0,1198,0,0,1,0,4,1,0,7,0,0,-2,None,,0,0,0,-2,-2,N,0,98,0,0,0,0,-1,MnPrv,None,0,9,2008,ConLD,Abnorml,79900,-6,93.6158599,42.0315288
432,433,160,RM,24.0,1920,Pave,None,0,Lvl,AllPub,Inside,1,BrDale,0,0,TwnhsE,4,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,0,0,CBlock,0,0,0,4,471,0,0,294,765,GasA,2,1,1,765,600,0,1365,1,0,1,1,2,1,0,6,-1,0,-2,Detchd,1971.0,1,2,440,0,0,Y,240,36,0,0,0,0,-1,None,None,0,8,2007,WD,Normal,122500,-1,93.6305266,42.0538966
433,434,60,RL,100.0,10839,Pave,None,1,Lvl,AllPub,Corner,1,Gilbert,0,0,1Fam,4,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,0,0,0,0,0,926,926,GasA,2,1,1,926,678,0,1604,0,0,2,1,3,1,0,7,0,1,0,Attchd,1997.0,3,2,470,0,0,Y,0,36,0,0,0,0,-1,None,None,0,7,2008,WD,Normal,181000,1,93.6482427,42.1073852
434,435,180,RM,21.0,1890,Pave,None,0,Lvl,AllPub,Inside,1,MeadowV,0,0,Twnhs,,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,,0.0,0,1,CBlock,1,0,2,4,495,0,0,135,630,GasA,1,1,1,630,0,0,630,1,0,1,0,1,1,0,3,0,0,-2,None,,0,0,0,-2,-2,Y,88,0,0,0,0,0,-1,None,None,0,6,2008,WD,Normal,81000,-5,93.6541354,42.0043774
435,436,60,RL,43.0,10667,Pave,None,2,Lvl,AllPub,CulDSac,1,CollgCr,1,0,1Fam,4,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,2,5,385,4,344,70,799,GasA,2,1,1,827,834,0,1661,1,0,2,1,3,1,1,6,0,1,0,Attchd,1996.0,2,2,550,0,0,Y,158,61,0,0,0,0,-1,None,None,0,4,2009,ConLw,Normal,212000,3,93.6629245,42.0210558
436,437,50,RM,40.0,4400,Pave,None,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,3,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,,0.0,0,0,BrkTil,-1,0,0,0,0,0,0,648,648,GasA,0,1,0,734,384,0,1118,0,0,1,0,2,1,0,6,0,0,-2,Detchd,1990.0,1,2,440,0,0,Y,0,0,0,0,0,0,-1,None,None,0,10,2006,WD,Normal,116000,-3,93.6158599,42.0315288
437,438,45,RM,50.0,6000,Pave,None,0,Lvl,AllPub,Inside,1,BrkSide,0,0,1Fam,2,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,1,0,PConc,0,0,0,0,0,0,0,884,884,GasA,1,1,1,904,0,0,904,0,0,1,0,2,1,0,4,0,0,-2,Detchd,1926.0,1,1,180,0,0,Y,0,0,105,0,0,0,-1,None,None,0,1,2009,WD,Normal,119000,-1,93.6276074,42.0322741
438,439,30,RL,40.0,4280,Pave,None,0,Lvl,AllPub,Inside,1,Crawfor,0,0,1Fam,1,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,,0.0,0,0,PConc,0,0,0,1,365,0,0,75,440,GasA,0,0,1,694,0,0,694,0,0,1,0,2,1,1,4,0,1,1,Detchd,1990.0,1,1,352,1,0,P,0,0,34,0,0,0,-1,MnPrv,None,0,3,2007,WD,Normal,90350,2,93.6196433,42.0262182
439,440,50,RL,67.0,12354,Pave,Grvl,0,Lvl,AllPub,Corner,1,Edwards,0,0,1Fam,3,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,-1,1,0,0,0,0,684,684,GasA,1,1,1,684,512,0,1196,0,0,1,0,3,1,1,7,0,0,-2,Detchd,2005.0,1,2,528,0,0,Y,0,46,0,0,0,0,-1,GdPrv,Shed,800,8,2009,ConLI,Normal,110000,-2,93.6700775,42.0256764
440,441,20,RL,105.0,15431,Pave,None,0,Lvl,AllPub,Inside,1,NridgHt,0,0,1Fam,1,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,2,0,PConc,2,0,1,5,1767,4,539,788,3094,GasA,2,1,1,2402,0,0,2402,1,0,2,0,2,1,2,10,0,2,1,Attchd,2008.0,3,3,672,0,0,Y,0,72,0,0,170,0,-1,None,None,0,4,2009,WD,Normal,555000,6,93.6521432,42.0593971
441,442,90,RL,92.0,12108,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,0,0,Duplex,1,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,0,0,CBlock,0,0,0,4,133,0,0,1307,1440,GasA,0,0,-1,1440,0,0,1440,0,0,2,0,4,2,-1,8,0,0,-2,None,,0,0,0,-2,-2,Y,0,0,0,0,0,0,-1,None,None,0,9,2008,WD,Normal,118000,-8,93.6700775,42.0256764
442,443,50,RM,52.0,6240,Pave,None,0,Lvl,AllPub,Inside,1,BrkSide,0,0,1Fam,3,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,PConc,0,0,0,0,0,0,0,1078,1078,GasA,0,1,1,1128,445,0,1573,0,0,2,0,3,1,0,8,0,1,1,Detchd,1930.0,1,2,360,0,0,P,0,0,0,0,0,0,-1,None,None,0,6,2008,WD,Normal,162900,0,93.6276074,42.0322741
443,444,120,RL,53.0,3922,Pave,None,0,Lvl,AllPub,Inside,1,Blmngtn,0,0,TwnhsE,1,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,1,0,PConc,2,0,2,0,0,0,0,1258,1258,GasA,2,1,1,1258,0,0,1258,0,0,2,0,2,1,1,6,0,1,1,Attchd,2007.0,3,3,648,0,0,Y,144,16,0,0,0,0,-1,None,None,0,6,2007,New,Partial,172500,4,93.5880772,42.0559335
444,445,60,RL,70.0,8750,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,4,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,1,1,PConc,1,0,0,5,642,0,0,273,915,GasA,2,1,1,933,975,0,1908,1,0,2,1,4,1,1,8,0,1,0,Attchd,1994.0,1,2,493,0,0,Y,144,133,0,0,0,0,-1,None,None,0,7,2008,WD,Normal,210000,4,93.6629245,42.0210558
445,446,20,RL,73.0,9855,Pave,None,0,Lvl,AllPub,Corner,1,Edwards,0,0,1Fam,1,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,0,0,0,0,0,1436,1436,GasA,-1,1,1,1689,0,0,1689,0,0,1,0,3,1,0,7,0,1,1,Attchd,1956.0,1,2,480,0,0,Y,0,0,0,0,0,0,-1,MnPrv,None,0,11,2009,COD,Normal,127500,-1,93.6700775,42.0256764
446,447,20,RL,137.0,16492,Pave,None,1,Lvl,AllPub,Corner,1,NAmes,2,0,1Fam,1,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,,0.0,1,0,CBlock,0,0,0,4,247,2,713,557,1517,GasA,2,1,1,1888,0,0,1888,0,0,2,1,2,1,1,6,-3,1,1,Attchd,1966.0,3,2,578,0,0,Y,0,0,0,0,0,0,-1,None,None,0,6,2010,WD,Normal,190000,4,,
447,448,60,RL,,11214,Pave,None,1,Lvl,AllPub,Corner,1,Gilbert,0,0,1Fam,4,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,0,0,0,0,930,930,GasA,1,1,1,956,930,0,1886,0,0,2,1,4,1,1,10,0,1,0,Attchd,1998.0,3,2,431,0,0,Y,89,0,0,0,0,0,-1,None,None,0,7,2006,WD,Normal,199900,2,93.6482427,42.1073852
448,449,50,RM,50.0,8600,Pave,None,0,Bnk,AllPub,Inside,1,IDOTRR,0,0,1Fam,3,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,780,780,GasA,0,1,1,780,596,0,1376,0,0,2,0,3,1,0,7,0,1,1,Detchd,1937.0,1,1,198,0,0,N,0,0,0,0,0,0,-1,None,None,0,6,2006,WD,Normal,119500,0,93.6196433,42.0262182
449,450,50,RM,50.0,6000,Pave,None,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,3,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,,0.0,0,1,CBlock,0,0,0,4,331,0,0,318,649,GasA,2,1,1,679,504,0,1183,0,0,1,1,2,1,0,6,0,0,-2,Detchd,1981.0,1,1,308,0,0,Y,0,176,0,0,0,0,-1,None,None,0,6,2007,WD,Normal,120000,0,93.6158599,42.0315288
450,451,30,RM,70.0,5684,Pave,None,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,1,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,813,813,GasA,2,1,0,813,0,0,813,0,0,1,0,2,1,1,5,0,0,-2,Detchd,1932.0,1,1,270,-1,-1,N,0,113,0,0,0,0,-1,None,None,0,6,2006,WD,Normal,110000,-2,93.6158599,42.0315288
451,452,20,RL,62.0,70761,Pave,None,1,Low,AllPub,Inside,2,ClearCr,0,0,1Fam,1,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,,0.0,0,0,CBlock,1,0,1,4,655,0,0,878,1533,GasA,0,1,1,1533,0,0,1533,1,0,2,0,2,1,1,5,0,2,0,Attchd,1975.0,1,2,576,0,0,Y,200,54,0,0,0,0,-1,None,None,0,12,2006,WD,Normal,280000,0,93.6496345,42.035702
452,453,60,RL,,9303,Pave,None,1,Lvl,AllPub,Corner,1,Timber,0,0,1Fam,4,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,1,0,PConc,2,0,0,4,742,0,0,130,872,GasA,2,1,1,888,868,0,1756,1,0,2,1,3,1,0,7,0,0,-2,Attchd,1996.0,3,2,422,0,0,Y,144,122,0,0,0,0,-1,None,None,0,7,2007,WD,Normal,204000,0,93.6511065,42.0014912
453,454,60,FV,75.0,9000,Pave,None,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,4,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,0,0,0,0,768,768,GasA,2,1,1,786,804,0,1590,0,0,2,1,3,1,1,6,0,0,-2,Attchd,2008.0,2,2,676,0,0,Y,0,30,0,0,0,0,-1,None,None,0,6,2009,WD,Normal,210000,1,93.6435389,42.0489287
454,455,90,RL,63.0,9297,Pave,None,0,Lvl,AllPub,Inside,1,Mitchel,0,0,Duplex,1,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,,0.0,0,0,CBlock,0,0,0,4,1606,0,0,122,1728,GasA,0,1,1,1728,0,0,1728,2,0,2,0,4,2,0,8,0,0,-2,Detchd,1976.0,1,2,560,0,0,Y,0,0,0,0,0,0,-1,None,None,0,7,2006,WD,Family,188000,-3,93.6048323,41.9923905
455,456,20,RL,80.0,9600,Pave,None,0,Lvl,AllPub,Inside,1,NWAmes,0,0,1Fam,1,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,0,0,CBlock,0,0,0,4,916,0,0,326,1242,GasA,-1,1,1,1242,0,0,1242,0,0,1,1,3,1,0,6,0,1,0,Attchd,1973.0,1,2,528,0,0,Y,0,0,0,0,0,0,-1,None,None,0,9,2007,WD,Normal,175500,-2,93.6668704,42.0561644
456,457,70,RM,34.0,4571,Pave,Grvl,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,4,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,624,624,GasA,-1,0,1,624,720,0,1344,0,0,1,0,4,1,0,7,0,0,-2,Detchd,1916.0,1,3,513,-1,-1,Y,0,0,96,0,0,0,-1,None,None,0,5,2008,COD,Abnorml,98000,-6,93.6158599,42.0315288
457,458,20,RL,,53227,Pave,None,1,Low,AllPub,CulDSac,2,ClearCr,0,0,1Fam,1,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,,0.0,0,0,CBlock,1,0,1,3,1116,0,0,248,1364,GasA,2,1,1,1663,0,0,1663,1,0,1,0,2,1,1,6,-1,2,1,Attchd,1954.0,3,2,529,0,0,Y,224,137,0,0,0,0,-1,None,None,0,3,2008,WD,Normal,256000,3,93.6496345,42.035702
458,459,70,RM,,5100,Pave,Grvl,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,4,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,,0.0,0,1,PConc,0,0,0,0,0,0,0,588,588,GasA,-1,1,1,833,833,0,1666,0,0,1,0,3,1,1,7,0,1,1,Detchd,1925.0,1,1,228,0,0,Y,192,63,0,0,0,0,-1,MnPrv,None,0,6,2008,WD,Normal,161000,1,93.6158599,42.0315288
459,460,50,RL,,7015,Pave,None,1,Bnk,AllPub,Corner,1,BrkSide,0,0,1Fam,3,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,0,0,CBlock,0,0,0,1,185,0,0,524,709,GasA,0,1,1,979,224,0,1203,1,0,1,0,3,1,1,5,0,1,0,Detchd,1950.0,1,1,352,0,0,Y,0,0,248,0,0,0,-1,None,None,0,7,2009,WD,Normal,110000,0,93.6276074,42.0322741
460,461,60,FV,75.0,8004,Pave,None,1,Lvl,AllPub,Inside,1,Somerst,-2,0,1Fam,4,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,1,0,PConc,1,0,0,5,544,0,0,288,832,GasA,2,1,1,832,1103,0,1935,1,0,2,1,3,1,0,8,0,0,-2,BuiltIn,2009.0,3,2,552,0,0,Y,0,150,0,0,0,0,-1,None,None,0,12,2009,New,Partial,263435,0,93.6435389,42.0489287
461,462,70,RL,60.0,7200,Pave,None,0,Lvl,AllPub,Inside,1,SWISU,-2,0,1Fam,4,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,1,1,PConc,1,1,0,4,350,3,210,0,560,GasA,2,1,1,575,560,0,1135,1,0,1,0,3,1,1,6,0,0,-2,Detchd,1971.0,2,2,576,0,0,Y,256,0,0,0,0,0,-1,MnPrv,None,0,4,2009,WD,Normal,155000,3,93.6554093,42.0126438
462,463,20,RL,60.0,8281,Pave,None,1,Lvl,AllPub,Inside,1,Sawyer,0,0,1Fam,1,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,2,553,3,311,0,864,GasA,1,1,1,864,0,0,864,0,0,1,0,3,1,0,5,0,1,-2,Detchd,1965.0,1,1,360,0,0,Y,0,0,236,0,0,0,-1,GdWo,None,0,12,2009,WD,Normal,62383,-2,93.6196433,42.0262182
463,464,70,RL,74.0,11988,Pave,None,1,HLS,AllPub,Inside,2,Crawfor,0,0,1Fam,4,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,,0.0,0,0,CBlock,0,0,0,1,326,0,0,389,715,GasA,-1,1,0,849,811,0,1660,0,0,1,1,3,1,0,6,0,1,1,Detchd,1939.0,1,1,240,0,0,Y,0,0,0,0,0,0,-1,None,None,0,8,2008,WD,Normal,188700,-1,93.6196433,42.0262182
464,465,20,RL,60.0,8430,Pave,None,0,HLS,AllPub,Inside,2,CollgCr,0,0,1Fam,1,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,0,0,CBlock,1,0,0,2,616,0,0,424,1040,GasA,0,1,1,1040,0,0,1040,0,0,2,0,3,1,0,5,0,0,-2,None,,0,0,0,-2,-2,Y,0,0,0,0,0,0,-1,None,None,0,8,2009,WD,Normal,124000,-7,93.6629245,42.0210558
465,466,120,RM,,3072,Pave,None,0,Lvl,AllPub,Inside,1,Blmngtn,0,0,TwnhsE,1,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,1,0,PConc,1,0,0,0,0,0,0,1375,1375,GasA,2,1,1,1414,0,0,1414,0,0,2,0,2,1,1,6,0,1,0,Attchd,2004.0,3,2,398,0,0,Y,144,20,0,0,0,0,-1,None,None,0,5,2006,WD,Normal,178740,3,93.5880772,42.0559335
466,467,20,RL,85.0,10628,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,,0.0,0,1,CBlock,0,1,1,5,778,0,0,499,1277,GasA,0,1,1,1277,0,0,1277,1,0,1,0,2,1,0,5,0,1,-2,Attchd,1970.0,1,2,526,0,0,Y,0,0,0,0,176,0,-1,GdWo,None,0,4,2007,WD,Normal,167000,-1,,
467,468,70,RL,79.0,9480,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,-2,0,1Fam,4,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,0,0,CBlock,0,0,0,1,386,0,0,342,728,GasA,2,1,1,888,756,0,1644,0,0,1,1,3,1,1,7,0,2,1,Attchd,1942.0,1,1,312,0,0,Y,168,0,0,0,0,0,-1,None,None,0,6,2007,WD,Normal,146500,3,,
468,469,20,RL,98.0,11428,Pave,None,1,Lvl,AllPub,Inside,1,NridgHt,0,0,1Fam,1,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,1,0,PConc,1,0,0,0,0,0,0,1626,1626,GasA,2,1,1,1634,0,0,1634,0,0,2,0,3,1,1,7,0,1,1,Attchd,2006.0,2,3,866,0,0,Y,0,44,0,0,0,0,-1,None,None,0,5,2007,WD,Normal,250000,4,93.6521432,42.0593971
469,470,60,RL,76.0,9291,Pave,None,1,Lvl,AllPub,Corner,1,SawyerW,-1,0,1Fam,4,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,1,0,PConc,1,0,0,5,426,0,0,406,832,GasA,2,1,1,832,878,0,1710,0,0,2,1,3,1,1,7,0,0,-2,Attchd,1993.0,2,2,506,0,0,Y,144,70,0,0,0,0,-1,None,None,0,6,2008,WD,Normal,187000,1,93.6196433,42.0262182
